user_id,order_id,skill_name,attempt_count,answer_type,student_class_id,position,hint_count,hint_total,bottom_hint,opportunity,correct,Skill_1,Skill_2,Skill_4,Skill_5,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18,Skill_21,Skill_22,Skill_24,Skill_25,Skill_26,Skill_27,Skill_32,Skill_34,Skill_35,Skill_37,Skill_39,Skill_40,Skill_42,Skill_43,Skill_46,Skill_47,Skill_48,Skill_49,Skill_50,Skill_51,Skill_53,Skill_54,Skill_58,Skill_61,Skill_63,Skill_64,Skill_65,Skill_67,Skill_69,Skill_70,Skill_74,Skill_75,Skill_76,Skill_77,Skill_79,Skill_80,Skill_81,Skill_82,Skill_83,Skill_84,Skill_85,Skill_86,Skill_91,Skill_92,Skill_94,Skill_96,Skill_97,Skill_99,Skill_101,Skill_102,Skill_104,Skill_105,Skill_110,Skill_163,Skill_165,Skill_166,Skill_173,Skill_190,Skill_193,Skill_203,Skill_204,Skill_217,Skill_221,Skill_276,Skill_277,Skill_278,Skill_279,Skill_280,Skill_290,Skill_292,Skill_293,Skill_294,Skill_295,Skill_296,Skill_297,Skill_298,Skill_299,Skill_301,Skill_303,Skill_307,Skill_308,Skill_309,Skill_310,Skill_311,Skill_312,Skill_314,Skill_317,Skill_321,Skill_322,Skill_323,Skill_324,Skill_325,Skill_331,Skill_333,Skill_334,Skill_340,Skill_343,Skill_346,Skill_348,Skill_350,Skill_356,Skill_362,Skill_365,Skill_367,Skill_368,Skill_371,Skill_375,Skill_378,prior_interaction_count,min_prior_skill_interaction_count,mean_prior_skill_interaction_count,median_prior_skill_interaction_count,max_prior_skill_interaction_count,is_first_skill_interaction,student_prior_attempts,student_prior_correct,student_prior_accuracy,student_recent_accuracy_3,student_recent_accuracy_5,student_recent_accuracy_10,student_correct_streak,student_incorrect_streak,no_prior_history,insufficient_history_3,insufficient_history_5,insufficient_history_10,answer_type_algebra,answer_type_choose_1,answer_type_choose_n,answer_type_fill_in_1,student_prior_hint_rate,student_prior_bottom_hint_rate,min_skill_prior_attempts,mean_skill_prior_attempts,median_skill_prior_attempts,max_skill_prior_attempts,min_skill_prior_accuracy,mean_skill_prior_accuracy,median_skill_prior_accuracy,max_skill_prior_accuracy,min_skill_recent_accuracy_3,mean_skill_recent_accuracy_3,median_skill_recent_accuracy_3,max_skill_recent_accuracy_3,min_skill_recent_accuracy_5,mean_skill_recent_accuracy_5,median_skill_recent_accuracy_5,max_skill_recent_accuracy_5,min_skill_recent_accuracy_10,mean_skill_recent_accuracy_10,median_skill_recent_accuracy_10,max_skill_recent_accuracy_10
64634,24237223,Addition Whole Numbers,2,fill_in_1,12309,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64634,24237687,Addition Whole Numbers,1,fill_in_1,12309,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1,0,2,0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0,0,0,1,0.0,0.0,2,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64634,24237857,Addition Whole Numbers,1,fill_in_1,12309,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2.0,2,0,3,1,0.5,0.5,0.5,0.5,1,0,0,1,1,1,0,0,0,1,0.0,0.0,3,3.0,3.0,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64634,24238088,Addition Whole Numbers,1,fill_in_1,12309,1,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,0,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,0,0,0,1,1,0,0,0,1,0.0,0.0,4,4.0,4.0,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
64634,24238576,Addition and Subtraction Integers,1,algebra,12309,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,1,5,3,0.75,1.0,0.75,0.75,3,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64634,24238815,Addition and Subtraction Integers,2,algebra,12309,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.0,1.0,1,0,6,4,0.8,1.0,0.8,0.8,4,0,0,0,0,1,1,0,0,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64634,24238997,Addition and Subtraction Integers,1,algebra,12309,2,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2.0,2.0,2,0,8,4,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0,1,0,0,0,1,1,0,0,0,0.0,0.0,3,3.0,3.0,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64634,24239473,Addition and Subtraction Integers,1,algebra,12309,2,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3.0,3.0,3,0,9,5,0.7142857142857143,0.6666666666666666,0.8,0.7142857142857143,1,0,0,0,0,1,1,0,0,0,0.0,0.0,4,4.0,4.0,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
64634,24239588,Addition and Subtraction Integers,3,algebra,12309,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4.0,4.0,4,0,10,6,0.75,0.6666666666666666,0.8,0.75,2,0,0,0,0,1,1,0,0,0,0.0,0.0,5,5.0,5.0,5,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
64634,24239641,Addition and Subtraction Integers,1,algebra,12309,2,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5.0,5.0,5,0,13,6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0,1,0,0,0,1,1,0,0,0,0.0,0.0,8,8.0,8.0,8,0.6,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
